date,bt,qft
2003-10-01,0.00517442827252875,0.0039843097698471375
2003-10-02,0.0020697713090115,0.0
2003-10-03,0.0020726579573287613,0.004136655969705739
2003-10-04,0.002077640522002878,0.0020619020960201224
2003-10-05,0.0020802890040420258,0.0061987962320039745
2003-10-06,0.0020697713090115,0.0
2003-10-07,0.002075592540818095,0.004133721386216404
2003-10-08,0.0021940546080822998,0.0723177125163318
2003-10-09,0.0025537594362214327,0.03470212412598557
2003-10-10,0.003080016255233026,0.013478154216858974
2003-10-11,0.003621320861444137,0.006727535683613362
2003-10-12,0.004126431778197007,0.01657128131191799
2003-10-13,0.004593659376193411,0.005755197168864088
2003-10-14,0.005034031011568111,0.01152413946052389
2003-10-15,0.005478557892454331,0.019358697815683668
2003-10-16,0.0059474245688027425,0.012680517212300757
2003-10-17,0.006422837143975841,0.008065562019104659
2003-10-18,0.0068895338944822745,0.013808179195632724
2003-10-19,0.0073607010778031804,0.015406783321323319
2003-10-20,0.007853417271117871,0.01905360974603163
2003-10-21,0.008367621039327694,0.012330092050787304
2003-10-22,0.008885675253997796,0.011812037836117202
2003-10-23,0.009398288720156358,0.013369195678970143
2003-10-24,0.00990627411102589,0.010791438979089109
2003-10-25,0.01040162095534601,0.00822632082575749
2003-10-26,0.010874635769565594,0.007753306011537906
2003-10-27,0.011340435111716913,0.019706134523455588
2003-10-28,0.011826546753313193,0.015080480263836307
2003-10-29,0.012333124959944684,0.014573902057204817
2003-10-30,0.012851454752968828,0.01612534357319217
2003-10-31,0.013374013276111128,0.009393471123015373
2003-11-01,0.013897250614768097,0.019219090329415905
2003-11-02,0.014453052945759432,0.02901214454348207
2003-11-03,0.015085983396464383,0.03458852801981162
2003-11-04,0.015825005599363545,0.04212859105295845
2003-11-05,0.016688483564585438,0.04540465570575966
2003-11-06,0.017671055623310127,0.04028254102901187
2003-11-07,0.018755821829764416,0.04747686005860369
2003-11-08,0.019945211021184916,0.050427013485206076
2003-11-09,0.02126399779436815,0.06566639718411495
2003-11-10,0.022773400674946893,0.08899425001167421
2003-11-11,0.024518906316504985,0.07896965913407011
2003-11-12,0.026436234602369192,0.0542848464490794
2003-11-13,0.02841993888498069,0.05644068478449091
2003-11-14,0.030449277793219404,0.0688997450393327
2003-11-15,0.03253244333978123,0.05232818032969037
2003-11-16,0.03465867834526876,0.07089965841431783
2003-11-17,0.0368389107436767,0.06251011208887541
2003-11-18,0.03904220951871959,0.049957956768775014
2003-11-19,0.04115081506763055,0.04370980860184105
2003-11-20,0.043091250384460975,0.041769373285010625
2003-11-21,0.044868228960234215,0.03171330947319139
2003-11-22,0.046487653747476695,0.03009388468594891
2003-11-23,0.0479614098539604,0.0203410433434192
2003-11-24,0.04930644430629321,0.027275094127132395
2003-11-25,0.05053816511659353,0.015694516771774573
2003-11-26,0.05167035570255275,0.022841411421861343
2003-11-27,0.05271190303867303,0.017660321467717968
2003-11-28,0.05366658354835654,0.022914954885069068
2003-11-29,0.054537011223476366,0.02204452720994924
2003-11-30,0.05532446508843752,0.025396615963011078
2003-12-01,0.05603442171191935,0.010198260176448752
2003-12-02,0.05667800582085852,0.013694218685532479
2003-12-03,0.05726301517815959,0.008969666710208511
2003-12-04,0.05779288927521549,0.014649106540187112
2003-12-05,0.05827387893321849,0.005889031646138104
2003-12-06,0.05872719877029204,0.013714797045110562
2003-12-07,0.059241696759622896,0.0566654965450212
2003-12-08,0.06000938936751975,0.10557231535340046
2003-12-09,0.06114948722468906,0.07545541917007013
2003-12-10,0.06255815203427109,0.05127926996136151
2003-12-11,0.06411592030537493,0.07248898608938427
2003-12-12,0.06582451955415465,0.07078038684060454
2003-12-13,0.06765547330333724,0.048251720001306855
2003-12-14,0.06954297950034499,0.060852612967379704
2003-12-15,0.07147146883619687,0.07962183672164283
2003-12-16,0.07334186024138031,0.04670487568128688
2003-12-17,0.07505049546541843,0.03671715522120267
2003-12-18,0.07659918535075014,0.026889380099824958
2003-12-19,0.07800448847693346,0.01720499173759564
2003-12-20,0.07931523716857622,0.030382642209033375
2003-12-21,0.08059573109840146,0.035115680322363646
2003-12-22,0.0818836088236633,0.0360933557899923
2003-12-23,0.08317956716267506,0.030657854832957535
2003-12-24,0.08448706749305707,0.04383875366565612
2003-12-25,0.0862697801031449,0.3533548583771613
2003-12-26,0.08977457027398848,0.6553431009701526
2003-12-27,0.09590945529777381,0.5974387784532561
2003-12-28,0.10308900029351657,0.327043550004747
2003-12-29,0.1095858668414032,0.1160192058408506
2003-12-30,0.11538714696232999,0.1081481544109123
2003-12-31,0.12058774696059678,0.06339920169856801
2004-01-01,0.12540412319080013,0.10227072080046518
2004-01-02,0.1302245496512174,0.2961483400051522
2004-01-03,0.1349565047274774,0.2376023308945931
2004-01-04,0.13923480768511354,0.11327729201428977
2004-01-05,0.14305132048873326,0.06806535303044003
2004-01-06,0.14647017723786013,0.04601855450020967
2004-01-07,0.14958004593415677,0.05739708496699353
2004-01-08,0.152425505443656,0.04420276891243671
2004-01-09,0.15502058014728778,0.04367746551781643
2004-01-10,0.15737742775764563,0.06201833099757367
2004-01-11,0.15950372510270816,0.05989203365251114
2004-01-12,0.16140229790116115,0.06308605957447255
2004-01-13,0.16307334826056188,0.060461953112680406
2004-01-14,0.16451654545113562,0.04660012806803768
2004-01-15,0.16573248473171967,0.05366327402349963
2004-01-16,0.16674897139879694,0.01953044641223825
2004-01-17,0.1676204071133487,0.03521718116977862
2004-01-18,0.16837419874380732,0.02618430430327387
2004-01-19,0.1690096975394568,0.0400372046707049
2004-01-20,0.16952347593477615,0.04734568235457484
2004-01-21,0.16990854322647775,0.04741744421973004
2004-01-22,0.17015552467712888,0.04924023407809042
2004-01-23,0.1702546784837054,0.04086199503546789
2004-01-24,0.16844858027031184,0.03024946539479237
2004-01-25,0.16649358040625878,0.021855608713787916
2004-01-26,0.16471835741227242,0.025700603016785867
2004-01-27,0.16321874565708677,0.014781586917902434
2004-01-28,0.1623558772003398,0.007365370138603389
2004-01-29,0.1617555384151522,0.010035480232802513
2004-01-30,0.1614421621028972,0.0
2004-01-31,0.1614450727188005,0.0020668606931082134
2004-02-01,0.16145903936400932,0.004122665356910887
2004-02-02,0.16147645087463477,0.06412862180761902
2004-02-03,0.16104352144008993,0.19288737240087706
2004-02-04,0.1596458044248212,0.07837789611150159
2004-02-05,0.15761728109075385,0.06591802028248844
2004-02-06,0.15536987402553465,0.02883977247648914
2004-02-07,0.15353497198098429,0.01825604666697042
2004-02-08,0.15204216553381025,0.028027938350190434
2004-02-09,0.1505961400213798,0.017055336008551886
2004-02-10,0.14963282317791846,0.007669796306955745
2004-02-11,0.14917876709700406,0.00398430976984715
2004-02-12,0.1490235342488282,0.0
2004-02-13,0.14902603223944882,0.004137044627402386
2004-02-14,0.14902952713761855,0.01448240627429015
2004-02-15,0.1490235342488282,0.0
2004-02-16,0.1490264448647315,0.0020668606931082134
2004-02-17,0.14906675689499216,0.02272426175296255
2004-02-18,0.14923780469595424,0.04946024096914997
2004-02-19,0.1498806675188512,0.23095725333926537
2004-02-20,0.15134273965658723,0.1363554722960117
2004-02-21,0.1534684174495247,0.11767162403098222
2004-02-22,0.1559461927803778,0.0965659069190255
2004-02-23,0.15872002592858378,0.15381544173215314
2004-02-24,0.16192367138492134,0.18579790852901115
2004-02-25,0.16570990376397585,0.21719778840315226
2004-02-26,0.17212425967418465,1.634786093092858
2004-02-27,0.18375206802504207,0.8739010708798359
2004-02-28,0.19782669337442788,0.4893373812173912
2004-02-29,0.2108063132917145,0.3004272000341268
2004-03-01,0.2225137944694086,0.2556033779122486
2004-03-02,0.232970934428925,0.33828594685824975
2004-03-03,0.24221767182794496,0.18829476044644772
2004-03-04,0.2503441065672093,0.1594706126170683
2004-03-05,0.25753225369897303,0.11088703930507454
2004-03-06,0.26402091485958284,0.07956112243632668
2004-03-07,0.270072406903503,0.1335329983537401
2004-03-08,0.2760304440583549,0.20829604225033665
2004-03-09,0.28234652469108595,0.31581738361323847
2004-03-10,0.2894427861040953,0.3625351762345282
2004-03-11,0.29746646666482174,0.3462324104377557
2004-03-12,0.30618032471259354,0.25886724264754685
2004-03-13,0.3148811460207596,0.23567802217630013
2004-03-14,0.3229752857627476,0.21516525458024327
2004-03-15,0.33036001576589097,0.21812938112215724
2004-03-16,0.33702929820555083,0.263204381407785
2004-03-17,0.3429677155892846,0.2386380222429476
2004-03-18,0.3481534681274785,0.23138249839574232
2004-03-19,0.35256582037596945,0.21455151829318236
2004-03-20,0.35618714799474777,0.20472087674736944
2004-03-21,0.3590013005233281,0.2081160381458237
2004-03-22,0.3609905538993749,0.21026632738779988
2004-03-23,0.36213525256009316,0.1760052877828977
2004-03-24,0.3604945909714237,0.15280869366342903
2004-03-25,0.348670109228503,0.17084248933338436
2004-03-26,0.3356997356550824,0.2603944013402305
2004-03-27,0.32208219951929606,0.17466291464346473
2004-03-28,0.31010199241445974,0.13282906771400194
2004-03-29,0.29932262816985433,0.14981774588564178
