date,bt,qft
2003-10-01,0.05042191477344009,0.008283102701710926
2003-10-02,0.0505401880397201,0.004465537167668995
2003-10-03,0.05062280926051903,0.0067403041700439745
2003-10-04,0.05068209269126231,0.001966244292952994
2003-10-05,0.05072471540529401,0.01921113521552939
2003-10-06,0.05075067452450278,0.021149666282298717
2003-10-07,0.050693703013842094,0.003133328081960103
2003-10-08,0.05043128702870232,0.008896316587838786
2003-10-09,0.0502909487610415,0.0
2003-10-10,0.050339017380279655,0.034134060616782244
2003-10-11,0.050486510689539715,0.007269500778218883
2003-10-12,0.050683103159782,0.0098231945683461
2003-10-13,0.05086762240107058,0.022997208591709117
2003-10-14,0.05102994575064843,0.011047944126262164
2003-10-15,0.05116782798353334,0.0034449991866601637
2003-10-16,0.05128130457038924,0.03947814202180285
2003-10-17,0.051365156805133816,0.025642858485210987
2003-10-18,0.05141000217448259,0.013418173962797514
2003-10-19,0.05110035747127107,0.01058463436844393
2003-10-20,0.050397401264659664,0.029360900286054634
2003-10-21,0.049564878561621305,0.01604909365005009
2003-10-22,0.048612659504226864,0.01739421074464014
2003-10-23,0.04753853743841256,0.02946947785193224
2003-10-24,0.04631149078139216,0.02441015591382243
2003-10-25,0.0449336147422372,0.021073255506629807
2003-10-26,0.04361321445216367,0.015321491127181827
2003-10-27,0.04234345507235856,0.034664560217986244
2003-10-28,0.040892763251487656,0.03454365989007465
2003-10-29,0.03970234665861911,0.010588602102422393
2003-10-30,0.0392898037195637,0.0
2003-10-31,0.039339529877396265,0.03531109718977474
2003-11-01,0.039512742660513064,0.022172249179201936
2003-11-02,0.03980721475142783,0.02423516531146097
2003-11-03,0.0401916276490401,0.023457854376653105
2003-11-04,0.04064972880110424,0.02064236500141506
2003-11-05,0.04118708808430682,0.038571213466407475
2003-11-06,0.04184283370788292,0.04145155017759208
2003-11-07,0.042619943127995184,0.03203068393917582
2003-11-08,0.04350591592473227,0.05157540907661183
2003-11-09,0.04455464058786119,0.07135028038485172
2003-11-10,0.045799974826179035,0.05949669914225167
2003-11-11,0.04708158538449398,0.054286108211980315
2003-11-12,0.04824785469712961,0.04565477619262759
2003-11-13,0.04929171539665034,0.03636005671199846
2003-11-14,0.050209575987843286,0.03112031771165351
2003-11-15,0.05100282240203951,0.019325926255979488
2003-11-16,0.05167647728584042,0.03279660071122148
2003-11-17,0.05223197325041861,0.045599638011294984
2003-11-18,0.05266518117388617,0.03062920271158883
2003-11-19,0.05297114175026794,0.031109038209598365
2003-11-20,0.05317639993503943,0.002222223309545371
2003-11-21,0.053337887870116854,0.02367012742022795
2003-11-22,0.053480060157622716,0.03610069232298248
2003-11-23,0.053593314576519814,0.026950783048585787
2003-11-24,0.05367770815618028,0.0009351190140132193
2003-11-25,0.053752262185149724,0.004003749282608875
2003-11-26,0.05389824495530047,0.04943393882715203
2003-11-27,0.054246518595297596,0.05576493181948071
2003-11-28,0.05473927376207259,0.018339761156315804
2003-11-29,0.055218852363793175,0.02375365311252982
2003-11-30,0.055646212203118633,0.02568368149637816
2003-12-01,0.056016071740952765,0.03867235522319574
2003-12-02,0.05632099408916272,0.027366287833507877
2003-12-03,0.056553873923848176,0.01770385510612723
2003-12-04,0.05671063968962391,0.016368395228764487
2003-12-05,0.05679177433260152,0.011572484139439287
2003-12-06,0.05644888836283567,0.022916515150682937
2003-12-07,0.05539622687926721,0.03772060793609869
2003-12-08,0.05408073389292068,0.07478982230724823
2003-12-09,0.05240361848109472,0.05092856530135778
2003-12-10,0.0514696428726284,0.0
2003-12-11,0.051526551697703454,0.04041158900607554
2003-12-12,0.05176333108591622,0.05274754680812318
2003-12-13,0.05220793162713563,0.025978777774796076
2003-12-14,0.0527853047737619,0.0352238555580608
