date,ENG,PAR,MIL,ISB,DNP,NML,ORO,FOL,TRM,SCC,PNF,NHG,SHA
2003-10-01,0.021636710361181588,0.050019581043987404,0.3482398026423083,0.008283102701710926,0.3103012971719345,0.13531593701455144,0.17664509213170496,0.41440056118865043,0.009390046592792849,0.0039843097698471375,0.20989661853660105,0.0,0.0917197007582245
2003-10-02,0.07714124328059563,0.1388281149286028,0.33803501530540314,0.004465537167668995,0.1213376654475337,0.0,0.1783399041819231,0.3038208785109878,0.007159408182379909,0.0,0.19605284368536083,0.06077132626226279,0.10597843338599297
2003-10-03,0.10261446815349023,0.11501784468770848,0.45849687465111694,0.0067403041700439745,0.06702526895066618,0.13777431661559222,0.07078262852824851,0.3414657032588142,0.007739900737708007,0.004136655969705739,0.13722947801708743,0.02363772451885523,0.02474352532849944
2003-10-04,0.03206159321267865,0.16585170833618224,0.3653463523875242,0.001966244292952994,0.1072237072594161,0.03849255136860366,0.04723761627876555,0.28971980192167823,0.00836746025698163,0.0020619020960201224,0.0,0.09735832056421222,0.13928880344376193
2003-10-05,0.1872430881298804,0.12896714493683203,0.0219913142644646,0.01921113521552939,0.024536629434206383,0.1126079555545341,0.2184753848120691,0.31321059667208456,0.016245387435082963,0.0061987962320039745,0.05248151068509325,0.0015863435485939095,0.11646814043434472
2003-10-06,0.11376735685403083,0.16232873134528047,0.11095093824860833,0.021149666282298717,0.08930875456347513,0.19603075007264453,0.1824226961088697,0.062149126798554916,0.01414282589498346,0.0,0.3156437636349646,0.01014898581991545,0.18345336955757746
2003-10-07,0.2105848614681337,0.17318419388985773,0.14965065364428942,0.003133328081960103,0.19768977100073068,0.16849821007023374,0.32663118818336234,0.10580064359439986,0.015006061807691838,0.004133721386216404,0.3536890282572565,0.00566570046752779,0.14682894929867166
2003-10-08,0.14525176320048944,0.12386018056955006,0.0,0.008896316587838786,0.03859987047413627,0.12283193188995689,0.0,0.14631824283823203,0.010102564924338933,0.0723177125163318,0.25493576167264875,0.0185798899046861,0.15848761034364672
2003-10-09,0.19869997218338714,0.09839596272647777,0.14356748028785832,0.0,0.022861770411413563,0.010996531255099945,0.3894055620870789,0.10420531862662438,0.012361588701008681,0.03470212412598557,0.3230949050232892,0.04890081222353998,0.11407943960800815
2003-10-10,0.11458641291025018,0.08884468955344293,0.16622869100110912,0.034134060616782244,0.38428889359774515,0.11393852354549572,0.2048336564128229,0.17604507073088985,0.01613568119177257,0.013478154216858974,0.2072078919218464,0.0009978712563458113,0.15377986993263082
2003-10-11,0.19188830389779699,0.17442802788868905,0.42881611731829833,0.007269500778218883,0.17626364511038536,0.03239002867179708,0.10837209384579027,0.03981789729286425,0.015688205395424794,0.006727535683613362,0.08160674857657037,0.013945457968319051,0.25175048975382197
2003-10-12,0.38989729920596267,0.1580172669281591,0.19557929128618165,0.0098231945683461,0.03492223150533681,0.07378489268647923,0.28125377508509486,0.12740607197089027,0.013872543153657421,0.01657128131191799,0.20910145743429473,0.03122412494711585,0.23475533834120826
2003-10-13,0.06835813810824237,0.11316911441404165,0.3294418947979316,0.022997208591709117,0.11143259811839096,0.11164537585046896,0.31977069519259205,0.19898101399550075,0.022196828404462292,0.005755197168864088,0.1580115514883187,0.007217068873923345,0.1811335219990229
2003-10-14,0.12042699871413948,0.18040403659863924,0.4914045913045586,0.011047944126262164,0.1917337855785871,0.14959631902774512,0.06675523708933279,0.12151338189954514,0.0012761203070459012,0.01152413946052389,0.2822401478432514,0.028876804632982547,0.22004482606339765
2003-10-15,0.1231132528133772,0.1616474382927695,0.3042370677608581,0.0034449991866601637,0.20782392789378795,0.1851105859716144,0.2488932028776396,0.14719147830584167,0.002819486412043243,0.019358697815683668,0.1410811875028281,0.0005690346526661207,0.16713196419603135
2003-10-16,0.16115430766816302,0.1975784506054069,0.3976743545859612,0.03947814202180285,0.06267275008158715,0.1798199350463147,0.215366123828544,0.13599165958475198,0.0,0.012680517212300757,0.11493532551395909,0.024400806656748018,0.20097879449691214
2003-10-17,0.2093536032061733,0.18245781025742358,0.6394971357953938,0.025642858485210987,0.5087896003245824,0.07352434280093553,0.30590958178727656,0.24985001204591292,0.01435689399997462,0.008065562019104659,0.09297072026410089,0.01125347097907456,0.27065177402563523
2003-10-18,0.1222288852086495,0.2134424728807539,0.7151849267510935,0.013418173962797514,0.2590892453173751,0.07233572144762415,0.31851181668857953,0.2145554289054833,0.009971987218054645,0.013808179195632724,0.1261731429500818,0.0285457631555592,0.0
2003-10-19,0.15254304893673104,0.18077371088546312,0.6979990935138287,0.01058463436844393,0.0,0.0,0.05060821138976396,0.16209877548659235,0.015599416726963827,0.015406783321323319,0.14012883110851776,0.011085221254777644,0.2528523768932033
2003-10-20,0.2336672219712757,0.1642123292820803,0.6599869653711561,0.029360900286054634,0.0914336498748633,0.10725468951720152,0.3721333712977277,0.11856542087628391,0.0169010912286175,0.01905360974603163,0.13120136981925407,0.013214421862538246,0.25289803043902936
2003-10-21,0.12642526545954036,0.2326829381078862,0.6262575663920535,0.01604909365005009,0.38634412800129525,0.08664690178061801,0.11392599426432293,0.3153650256560783,0.018221033825433504,0.012330092050787304,0.04782095115935196,0.00015332322594424934,0.27296744118478544
2003-10-22,0.23888737628127182,0.21838289108427877,0.6341276016695421,0.01739421074464014,0.21515111745211812,0.08419391154509975,0.2064445199058971,0.01183586995724445,0.01812740122890242,0.011812037836117202,0.042318206807615846,0.004482633002731522,0.2969397753156195
2003-10-23,0.0812519359396569,0.2080883740234739,0.715041033080404,0.02946947785193224,0.1087832177724827,0.07310046556943234,0.1576292520072522,0.05098823351300355,0.0008035201723936153,0.013369195678970143,0.006846582305705576,0.013130079734669654,0.15729169883531097
2003-10-24,0.07034260686597377,0.19329183268992778,0.7092494798325191,0.02441015591382243,0.10367596796229307,0.006212857781954906,0.23732173837686327,0.0,0.007921703159451454,0.010791438979089109,0.02711784533974526,0.03473279539453965,0.113254007644422
2003-10-25,0.0,0.22347890545930016,0.5941463295634696,0.021073255506629807,0.43120501193280675,0.05021835007739181,0.4033526834289719,0.029711624650660517,0.00782703965652786,0.00822632082575749,0.01405932122812889,0.010580686540634043,0.11534272572574245
2003-10-26,0.15112766709634312,0.24486463816517112,0.11829237577117946,0.015321491127181827,0.24093697039933862,0.0861697752798124,0.2647134586793384,0.018251750690077007,0.007702016098770893,0.007753306011537906,0.06387791185215526,0.02981238457460014,0.22151959024781886
2003-10-27,0.04568145377522914,0.2561276029810303,0.1827363066638673,0.034664560217986244,0.13244760550061124,0.21417185057192026,0.09254738652501088,0.0895679405444817,0.008987408376606935,0.019706134523455588,0.06978382690125151,0.027281795046900648,0.2248889494659484
2003-10-28,0.27397703236450555,0.2805599101263038,0.2531890305307558,0.03454365989007465,0.04147593201560518,0.16762150061442604,0.3746704455688143,0.18595680171303958,0.013115616324013805,0.015080480263836307,0.0255377584885646,0.005215246187040408,0.26258595836855675
2003-10-29,0.3891883528530078,0.22589778381651904,0.20812976504273945,0.010588602102422393,0.2970396703317616,0.16580709126092022,0.14122602895544462,0.12198158916371082,0.004275542962634632,0.014573902057204817,0.02390939054865454,0.004915909011663907,0.16501620954468554
2003-10-30,0.34046410275282757,0.32839944000441434,0.15710692441252375,0.0,0.38508551107495254,0.15601258844029015,0.036664127560360915,0.1609047987954452,0.014106250152765593,0.01612534357319217,0.048287448165290583,0.019861559814369482,0.20040928293735527
2003-10-31,0.3117292970236812,0.3864508813796234,0.20461799029535133,0.03531109718977474,0.21437649739206566,0.24429771784272547,0.36711262562935265,0.23856911380548637,0.010970083597883033,0.009393471123015373,0.040339089627728045,0.006584007540151821,0.19366605205219525
2003-11-01,0.09989988227602348,0.2881141884010246,0.3503450165708413,0.022172249179201936,0.09282903230785178,0.09277480180955616,0.26589020350988907,0.2428991850007625,0.01785968106549196,0.019219090329415905,0.038050542922814345,0.010727572912639136,0.06420819730956429
2003-11-02,0.08731828453780904,0.3245380840810347,0.2763431112339468,0.02423516531146097,0.042688242612647045,0.07084790888929832,0.22467168734181198,0.3593752045420466,0.026127669351753292,0.02901214454348207,0.07106220599302322,0.03881524325308083,0.3222619203138846
2003-11-03,0.13914588928079824,0.12263091309692659,0.33086844049490816,0.023457854376653105,0.27953649844237777,0.3051550390898479,0.08775720479121885,0.6188720379539964,0.04004317359991303,0.03458852801981162,0.15063207924844874,0.0712950967639427,0.18231689551281938
